chrUn_AAWZ02040322	chr17,37864,chr5,15600,chr13,12924
chrUn_GL343968	chr2,137764,chr20,123584,chr6,18830,chr5,4216,chr3,3114
chrUn_GL343219	chr10,2792881,chr4,54052,chr19,12770,chr8,7721
chrUn_GL343218	chr9,1457670,chr1,736144,chr12,585592,chr3,199846,chr6,3023
chrUn_AAWZ02040060	chr3,58723
chrUn_AAWZ02040063	chr10,16858
chrUn_AAWZ02040065	chr2,21774
chrUn_AAWZ02036470	chr11,93816
chrUn_GL343950	chrX,165246,chr1,16874,chr8,3293
chrUn_GL343989	chr16,168550
chrUn_GL343988	chr9,59501,chr1,17137
chrUn_GL343985	chr2,27503,chr8,9690,chr20,5054
chrUn_GL343984	chr19,105865,chr12,14545,chr8,3477
chrUn_GL343987	chr7,197510
chrUn_GL343986	chr16,94924,chr9,7026
chrUn_GL343981	chr1,45886
chrUn_GL343980	chr1,204051,chr10,2952
chrUn_GL343983	chr11,85499,chr6,2178
chrUn_GL343982	chr8,42447
chrUn_AAWZ02037040	chr8,26895
chrUn_AAWZ02041952	chr8,14450
chrUn_AAWZ02037043	chr2,31573
chrUn_AAWZ02041956	chr14,7475
chrUn_AAWZ02038915	chr15,66808
chrUn_AAWZ02038914	chr1,59378
chrUn_AAWZ02037049	chr10,35721
chrUn_AAWZ02038918	chr2,24297
chrUn_GL344596	chr17,65856
chrUn_GL343951	chr2,202734,chr8,17714,chr5,9965,chr10,4046
chrUn_AAWZ02040864	chr6,10017
chrUn_GL344339	chr1,174532
chrUn_GL344338	chr19,84469
chrUn_GL344337	chr17,90073
chrUn_GL344336	chr1,107459
chrUn_GL344335	chr19,101608
chrUn_GL344334	chr7,17317,chr3,14451
chrUn_GL344333	chr16,66252
chrUn_GL344332	chr1,82235,chr9,18003,chr6,4784
chrUn_GL344331	chr7,39846,chr6,2829
chrUn_GL344330	chr7,87125
chrUn_GL344621	chr16,80057
chrUn_GL344620	chr1,25870
chrUn_AAWZ02036809	chr5,11641
chrUn_GL344622	chr1,27035
chrUn_GL344625	chr3,14637,chr1,11054
chrUn_GL344624	chr19,101593,chr5,3054,chr9,2354
chrUn_GL344627	chr3,78021,chr7,9852
chrUn_GL344626	chr4,13877,chr14,12987
chrUn_GL344629	chr19,26419
chrUn_AAWZ02036802	chr9,30678
chrUn_AAWZ02036801	chr6,22356
chrUn_GL344595	chr1,58723
chrUn_GL344559	chr19,100935
chrUn_AAWZ02037680	chr13,11488
chrUn_AAWZ02037681	chr16,148869
chrUn_AAWZ02037685	chr1,9401
chrUn_AAWZ02035429	chr11,22356,chr1,2385
chrUn_AAWZ02041486	chr7,14658
chrUn_AAWZ02041481	chr12,12369
chrUn_AAWZ02041483	chr10,27829,chr7,4333,chr13,3454
chrUn_GL344594	chr1,40819
chrUn_GL345110	chr4,10548
chrUn_AAWZ02037445	chr17,63057
chrUn_AAWZ02037447	chr1,75725
chrUn_GL344759	chr16,43522
chrUn_GL344758	chr2,13355
chrUn_GL344593	chr15,64422
chrUn_GL344755	chr19,90129,chr16,20149
chrUn_GL344754	chr2,12620
chrUn_GL344757	chr17,89220
chrUn_GL344756	chr2,7361
chrUn_GL344751	chr7,42621
chrUn_GL344750	chr13,52182,chr22,15454,chr6,6944
chrUn_AAWZ02034793	chr17,134367
chrUn_GL345010	chr4,12004
chrUn_AAWZ02039231	chr19,27350
chrUn_AAWZ02041829	chr19,45950
chrUn_AAWZ02040423	chr13,22288
chrUn_GL345013	chr17,78760
chrUn_AAWZ02041107	chr6,12412
chrUn_GL343221	chr2,1149840,chr4,14227,chr6,9680,chr15,9279,chr11,7975
chrUn_AAWZ02041821	chr17,7489
chrUn_GL343222	chr8,376996,chrX,9836,chr10,9457,chr19,9169,chr4,7849
chrUn_AAWZ02038407	chr16,14249,chr3,2182
chrUn_AAWZ02040844	chr11,8984
chrUn_GL343223	chr5,1582886,chr1,8952
chrUn_GL344592	chr11,36843
chrUn_AAWZ02039880	chr4,9429
chrUn_AAWZ02037728	chr4,74027
chrUn_GL343224	chr3,1558930,chr20,87953,chr15,20550,chr5,11525,chr6,9678,chr2,5100,chr9,3969,chr14,2734
chrUn_AAWZ02039888	chr2,56703,chrX,4855
chrUn_GL344505	chr5,36425
chrUn_GL343226	chr20,4129187,chr22,4791
chrUn_AAWZ02041864	chr2,26584
chrUn_GL343227	chr16,4206988
chrUn_GL345018	chr1,22458
chrUn_GL344508	chr1,87740,chr3,10122,chr18,9099,chr15,4587
chrUn_GL343229	chr18,2914449
chrUn_AAWZ02041125	chr14,10171
chrUn_AAWZ02035752	chr2,21240,chr5,18047
chrUn_GL343569	chr20,39745,chr6,2855
chrUn_GL343568	chr19,262605,chr14,46294,chr1,24995,chr22,21054,chr2,6648,chr9,6035
chrUn_GL343567	chr1,254778
chrUn_GL343566	chr19,822423
chrUn_GL343565	chr1,1278924
chrUn_GL343564	chr19,326687,chr14,3542
chrUn_GL343563	chr1,1175596,chr6,6511,chr12,2356
chrUn_GL343562	chrX,339461
chrUn_GL343561	chr15,818826
chrUn_GL343560	chr14,332631,chr1,43303,chr7,14401,chr10,9348,chr9,4698,chr3,2953
chrUn_AAWZ02041692	chr1,11009
chrUn_AAWZ02041126	chr2,7285
chrUn_AAWZ02040076	chr1,40744
chrUn_AAWZ02038697	chr3,11035,chr9,9159
chrUn_AAWZ02039955	chr19,21839
chrUn_AAWZ02040991	chr11,11617
chrUn_AAWZ02040992	chr1,23319
chrUn_AAWZ02039953	chr11,13600
chrUn_GL343699	chr11,313373,chr1,34753,chr12,34576,chr2,7596,chrX,6272,chr10,2273,chr5,2119
chrUn_GL343698	chr20,139882,chr2,74017,chr13,14103,chr4,8715,chr5,7765,chrX,5255,chr7,2083
chrUn_GL343691	chr16,854838,chr22,40257,chr17,17654,chr7,12294
chrUn_GL343690	chr19,273150,chr15,6127
chrUn_GL343693	chr11,235024,chr19,119322,chrX,59975,chr7,2768,chr1,2687
chrUn_GL343692	chr19,25135
chrUn_GL343695	chr11,61006,chrX,37230,chr10,12498
chrUn_GL343694	chrX,171846,chr2,26644
chrUn_GL343697	chr1,116937
chrUn_GL343696	chr8,232512,chr12,18555,chr17,14736
chrUn_AAWZ02041799	chr2,8546
chrUn_AAWZ02038219	chr19,7747
chrUn_AAWZ02038343	chr6,24674
chrUn_AAWZ02038213	chr8,9136
chrUn_AAWZ02038216	chr15,15643
chrUn_AAWZ02038217	chr1,20352
chrUn_AAWZ02038341	chr17,58977
chrUn_AAWZ02038848	chr14,28505
chrUn_AAWZ02040529	chr11,31584
chrUn_AAWZ02036975	chr9,24213
chrUn_AAWZ02038347	chr15,56878
chrUn_AAWZ02036974	chr1,23336
chrUn_AAWZ02038344	chr13,26651
chrUn_GL343747	chr15,924285
chrUn_GL343746	chr9,566434
chrUn_GL343745	chrX,19418
chrUn_GL343744	chr8,114685,chr20,59783,chr2,15042
chrUn_GL343743	chr1,714843
chrUn_GL343742	chr11,31576,chr18,22495,chr5,9867,chr14,2372
chrUn_GL343741	chr20,455325,chr15,42860,chr5,2896
chrUn_GL343740	chr15,336493
chrUn_AAWZ02041059	chr19,11985,chr7,4460
chrUn_AAWZ02038365	chr16,7895
chrUn_AAWZ02038361	chr11,24173
chrUn_GL343749	chr17,27059
chrUn_GL343748	chr8,24320,chr1,23992
chrUn_AAWZ02038841	chr1,56786
chrUn_AAWZ02039838	chr19,17089
chrUn_AAWZ02040047	chr19,44120
chrUn_AAWZ02037117	chr5,67438,chr4,7028
chrUn_AAWZ02041034	chr14,13452
chrUn_AAWZ02040297	chr19,48604
chrUn_AAWZ02038845	chr2,20499
chrUn_AAWZ02040295	chr11,35953
chrUn_AAWZ02038544	chr1,17717,chr19,14287
chrUn_AAWZ02036018	chr19,68454,chr6,15090,chr5,6026,chr3,3858
chrUn_AAWZ02037110	chr14,200640
chrUn_AAWZ02038542	chr19,16471
chrUn_AAWZ02039095	chr1,17042
chrUn_AAWZ02039090	chr17,35239,chr9,8589,chr5,3982,chr18,3016
chrUn_AAWZ02039169	chr1,35964
chrUn_AAWZ02038966	chr2,18401
chrUn_AAWZ02036658	chr15,56730,chr19,52427,chr9,11134,chr11,5554
chrUn_AAWZ02036659	chr15,228007
chrUn_GL344845	chr14,53671
chrUn_AAWZ02039160	chr12,18525,chr10,2378
chrUn_AAWZ02039163	chr9,13348
chrUn_AAWZ02036651	chr1,8295
chrUn_AAWZ02036656	chr16,80200
chrUn_AAWZ02041017	chr17,19176
chrUn_AAWZ02038141	chr16,40337
chrUn_AAWZ02038144	chr22,32801
chrUn_AAWZ02038145	chr16,34278
chrUn_AAWZ02038146	chr19,75461
chrUn_AAWZ02038147	chrX,14690
chrUn_AAWZ02039448	chr1,49712,chr13,8105
chrUn_AAWZ02040450	chr13,11550
chrUn_AAWZ02040453	chr20,9411
chrUn_AAWZ02040455	chr13,14761
chrUn_AAWZ02039762	chr19,25760
chrUn_AAWZ02038963	chr5,14910,chr1,3076,chr4,2398,chr6,2227
chrUn_AAWZ02040182	chr7,6890
chrUn_AAWZ02040180	chr1,12318
chrUn_AAWZ02040185	chr3,43442
chrUn_AAWZ02040184	chr17,7086
chrUn_AAWZ02038961	chr19,80736
chrUn_GL343354	chr11,1080799,chr20,18246,chr6,17198
chrUn_GL343355	chr19,668118,chr11,74222,chr1,36593,chr12,17999,chr5,3357,chr2,2820
chrUn_GL343356	chr2,2051248
chrUn_GL343357	chr3,691460
chrUn_GL343350	chr2,843479,chrX,17710,chr4,2320,chr16,2246
chrUn_GL343351	chr15,3023479
chrUn_GL343352	chr14,217827,chr1,31828,chr5,17758,chr22,12154,chr11,11488,chr2,10843,chr15,7701,chr6,3051
chrUn_GL344433	chr15,439810
chrUn_AAWZ02036479	chr7,6985
chrUn_GL343358	chr6,896447,chr20,37661
chrUn_GL344439	chr20,15537
chrUn_AAWZ02037300	chr1,154157,chr2,3500
chrUn_AAWZ02041214	chr12,16514
chrUn_AAWZ02038788	chr1,52460
chrUn_AAWZ02038789	chr4,13241
chrUn_AAWZ02039308	chr9,17414
chrUn_AAWZ02038970	chr6,7615
chrUn_AAWZ02038782	chr19,23912,chr6,11379
chrUn_AAWZ02038783	chr15,13244,chr5,5664
chrUn_AAWZ02038786	chr9,11606
chrUn_AAWZ02040043	chr12,16045
chrUn_AAWZ02037874	chr1,22743
chrUn_AAWZ02039994	chr3,11779
chrUn_AAWZ02037871	chr11,48774
chrUn_AAWZ02041928	chr8,7601,chr10,2274
chrUn_AAWZ02038902	chr10,35016
chrUn_AAWZ02040995	chr19,11733
chrUn_GL345057	chr9,56715
chrUn_AAWZ02041473	chr20,29483
chrUn_AAWZ02037271	chr9,70530
chrUn_AAWZ02037270	chr19,119842
chrUn_AAWZ02037276	chr2,27621
chrUn_AAWZ02039432	chrX,63736
chrUn_AAWZ02039431	chr9,12396
chrUn_AAWZ02039436	chr13,6869
chrUn_AAWZ02039435	chr3,9720
chrUn_GL343220	chr16,1067104,chr14,1029982,chr19,773056,chr15,337065,chr9,151514,chr17,104356,chr11,99081,chr6,75294,chr13,41883,chr3,39561,chr7,37327,chr8,13864,chr22,11999,chr5,9826,chr12,8377,chr2,5533,chr4,3285,chr1,2945,chr10,2485
chrUn_GL344501	chr16,88446,chr11,13783,chr20,4769
chrUn_GL344502	chr11,87544
chrUn_GL344503	chr8,104242
chrUn_GL344504	chr4,27372
chrUn_GL343225	chr9,999171,chr3,113114,chr11,22179
chrUn_GL344506	chr3,9271
chrUn_GL344507	chr3,99009
chrUn_GL343228	chr1,860363,chr15,38038,chr14,16934,chr2,13549
chrUn_GL344509	chr20,46906
chrUn_AAWZ02040039	chr1,13231
chrUn_AAWZ02040077	chr16,10588
chrUn_GL344342	chr17,48110,chr22,4843
chrUn_AAWZ02040075	chr1,11686
chrUn_GL344615	chr16,22794
chrUn_GL344616	chr9,32461
chrUn_AAWZ02040078	chr12,17616
chrUn_GL344298	chr1,67656,chr11,67126,chr4,16048
chrUn_GL344299	chr1,11937
chrUn_GL344290	chr11,65836
chrUn_GL344291	chr17,14405
chrUn_GL344292	chr1,30089,chr10,20117,chr19,9690
chrUn_GL344293	chr17,8336
chrUn_GL344294	chr20,36913
chrUn_GL344295	chrX,19790,chr3,11273
chrUn_GL344296	chr11,28306,chr1,22666,chr2,7191
chrUn_GL344297	chr19,114765
chrUn_AAWZ02037057	chr19,40054,chr2,5383
chrUn_AAWZ02038603	chr15,8748
chrUn_GL344612	chr1,20777
chrUn_AAWZ02037050	chr7,49868
chrUn_AAWZ02038968	chr19,9904
chrUn_AAWZ02041929	chr19,31737
chrUn_GL344597	chr11,17001
chrUn_GL344348	chr9,60070,chr7,8568,chr6,5727
chrUn_GL344349	chr17,40557,chr19,4542
chrUn_GL344618	chr7,17312,chr11,15608,chr13,9543
chrUn_GL344619	chr11,15711
chrUn_GL343904	chr1,206225,chr20,35590,chr3,2294
chrUn_GL344614	chr5,160286
chrUn_GL344343	chr9,129994
chrUn_GL344340	chr6,66174,chr9,5395
chrUn_GL344341	chr1,46708
chrUn_GL344346	chr16,52594
chrUn_GL343907	chr7,152550,chr6,109576,chr19,29756,chr22,10875,chr10,10640,chr16,5195,chr2,2530,chr4,2290
chrUn_GL344344	chr16,22316
chrUn_GL344345	chr3,91700
chrUn_GL343906	chrX,95278
chrUn_GL344188	chr19,82092,chr10,9943,chr14,3618,chr3,2464
chrUn_GL344189	chr17,48960
chrUn_GL344184	chr9,153263
chrUn_GL344185	chr6,26154,chr1,24088,chr5,3862
chrUn_GL344186	chr14,117285,chr16,2348
chrUn_AAWZ02038604	chr19,28522
chrUn_GL344180	chr7,13057,chr6,5134
chrUn_GL344181	chr2,28780,chr16,12228
chrUn_GL344182	chr13,55934,chrX,9394,chr22,8771,chr4,5497
chrUn_GL344183	chr11,56935,chr8,24451,chr18,10836,chr1,9334,chr2,2138
chrUn_AAWZ02037698	chr22,127041,chr16,4320
chrUn_AAWZ02039220	chr2,20367
chrUn_GL343903	chr16,43581,chr8,29192,chr11,9781
chrUn_AAWZ02037690	chr20,7614
chrUn_GL344222	chr15,42987,chr1,20131,chr8,7483,chr20,5784,chr18,5431
chrUn_AAWZ02037695	chrX,24053
chrUn_AAWZ02041083	chr9,35505
chrUn_AAWZ02037696	chr1,31513
chrUn_AAWZ02040658	chr3,21995
chrUn_AAWZ02038699	chr8,45170
chrUn_GL343909	chr19,369536,chr4,5568,chr6,3899,chr16,2828
chrUn_GL345105	chr1,10137
chrUn_GL345104	chr11,51238
chrUn_GL345102	chr1,33145
chrUn_GL345101	chr14,7988
chrUn_GL344228	chr6,25440,chr11,9486,chr4,3312
chrUn_GL344768	chr19,26597
chrUn_GL344985	chr9,15843
chrUn_AAWZ02036900	chr10,38734
chrUn_GL344987	chr17,12366
chrUn_GL344980	chr19,25013
chrUn_GL344599	chr1,8114
chrUn_GL344982	chr2,8862
chrUn_AAWZ02039065	chr17,30963,chr12,5691
chrUn_GL344760	chr7,15157
chrUn_GL344761	chr20,13851,chr6,9648
chrUn_AAWZ02036908	chr16,112019
chrUn_AAWZ02037281	chr9,25290
chrUn_GL344764	chr6,6973
chrUn_GL344765	chr3,23976
chrUn_GL344766	chr9,14041
chrUn_AAWZ02038165	chr12,9423
chrUn_AAWZ02041854	chr8,6057
chrUn_AAWZ02040617	chr12,14396
chrUn_AAWZ02041852	chrX,55823
chrUn_AAWZ02041581	chr1,10433
chrUn_AAWZ02041582	chr4,21115
chrUn_AAWZ02041583	chr12,21159
chrUn_AAWZ02039895	chr5,79752
chrUn_AAWZ02039894	chrX,18763,chr15,3582
chrUn_AAWZ02039896	chr9,24181
chrUn_AAWZ02039189	chr9,84740,chr11,3873
chrUn_GL344968	chr18,10151
chrUn_GL344966	chr1,82281
chrUn_GL344967	chr17,40442
chrUn_AAWZ02035329	chr15,227090,chr7,10012
chrUn_GL344965	chr19,68896
chrUn_GL344962	chr2,39573
chrUn_GL344963	chr16,29887
chrUn_GL344960	chr8,8044
chrUn_GL344961	chr9,73545
chrUn_GL344548	chr4,18084
chrUn_AAWZ02041204	chr1,36150
chrUn_AAWZ02039746	chr12,18626
chrUn_GL343518	chr16,698481,chr17,40688,chr7,9644
chrUn_GL343519	chr1,1273318,chr11,352278,chr5,12214,chr4,7961,chr15,2067
chrUn_AAWZ02038938	chr2,9333
chrUn_GL343512	chr9,100301,chrX,10325
chrUn_GL343513	chr4,489479,chr2,8742,chr18,7334
chrUn_GL343510	chr4,1402550
chrUn_GL343511	chr8,412115
chrUn_GL343516	chr16,1139549,chr12,26023,chr9,8411,chr22,4949
chrUn_GL343517	chr15,700317,chr16,26559
chrUn_GL343514	chr19,500897,chr11,51329,chr6,20615,chr7,14645,chr9,11895,chr21,7196,chr3,6570,chr15,3807
chrUn_GL343515	chr20,34435,chr1,11526,chr16,10312,chr7,6431
chrUn_GL344278	chr12,38369
chrUn_AAWZ02040335	chr9,11264
chrUn_AAWZ02040336	chr19,38441
chrUn_AAWZ02035693	chr3,31230
chrUn_AAWZ02040173	chr21,18615
chrUn_GL344347	chr20,30280
chrUn_AAWZ02040038	chr9,42917
chrUn_AAWZ02039949	chr7,14903,chr18,2534
chrUn_AAWZ02039942	chr22,26888
chrUn_AAWZ02040981	chr6,11543
chrUn_AAWZ02039940	chr19,38953
chrUn_AAWZ02039947	chr21,9382
chrUn_AAWZ02039946	chr1,32686
chrUn_AAWZ02039945	chr7,13860
chrUn_AAWZ02041918	chr1,11871
chrUn_AAWZ02041738	chr6,9553
chrUn_AAWZ02041731	chr20,36785
chrUn_AAWZ02041730	chr3,17602
chrUn_GL343426	chr1,1327574,chrX,7027,chr16,2710
chrUn_GL343427	chr19,1049978,chrX,22939,chr1,2293
chrUn_GL343424	chrX,247468,chr8,57556,chr15,12639,chr3,5087
chrUn_GL343425	chr4,985484
chrUn_GL343422	chr8,1320163,chr5,13669,chr14,2370
chrUn_GL343423	chr12,2179554
chrUn_GL343420	chrX,958811
chrUn_GL343421	chr6,177841
chrUn_GL343428	chr15,1954307,chr2,46562,chr1,2804
chrUn_GL343429	chr20,230436,chr15,7991
chrUn_AAWZ02038207	chr17,7075
chrUn_AAWZ02038206	chrX,6963
chrUn_AAWZ02038205	chr3,9670
chrUn_AAWZ02040676	chr1,15625
chrUn_AAWZ02040518	chr15,16015
chrUn_AAWZ02040519	chr11,36920
chrUn_AAWZ02041027	chr19,42586,chr15,3674
chrUn_AAWZ02041026	chr8,13538
chrUn_AAWZ02040513	chr1,12602
chrUn_AAWZ02040514	chr17,33449
chrUn_AAWZ02039913	chr6,7998
chrUn_GL343732	chr2,99884
chrUn_GL343733	chr19,194344,chr6,61031,chr5,40678,chr10,3227,chr20,2611
chrUn_GL343730	chr3,171555,chr7,9632
chrUn_GL343731	chr17,570938,chr10,9722,chr7,4694
chrUn_GL343736	chr9,329597
chrUn_GL343737	chr2,403447
chrUn_GL343734	chr7,393255
chrUn_GL343735	chrX,120817,chr4,56908,chr13,2401
chrUn_GL344533	chr8,195061
chrUn_GL343738	chr20,180685,chr4,22040
chrUn_GL343739	chr11,500743,chr19,35028,chr14,2810
chrUn_GL343378	chr10,434213,chr5,21257,chr14,10386,chr8,10233,chr2,8176
chrUn_AAWZ02038371	chr2,65209
chrUn_GL343379	chr2,1317192
chrUn_AAWZ02038377	chr2,10412
chrUn_GL344557	chr16,89164
chrUn_GL344556	chr21,9952,chr2,2599
chrUn_AAWZ02040226	chr3,9548
chrUn_AAWZ02039643	chr1,23032
chrUn_AAWZ02041328	chr17,12092
chrUn_GL345069	chr6,7849
chrUn_AAWZ02039565	chr17,24556
chrUn_AAWZ02040593	chr7,25293
chrUn_GL343373	chr2,391250
chrUn_AAWZ02038553	chr9,34169,chr19,5162,chr16,3965,chr10,3411
chrUn_GL345100	chr17,74643
chrUn_AAWZ02038557	chr1,61483
chrUn_GL344410	chr2,211752
chrUn_AAWZ02038554	chr18,27999
chrUn_AAWZ02041807	chr11,16608
chrUn_GL344984	chr22,30645
chrUn_GL344411	chr9,94310
chrUn_GL343648	chr19,29558,chr1,19171,chr7,7859
chrUn_GL343649	chr16,1160021,chr4,3285,chr17,2309
chrUn_GL343646	chr17,124673,chr5,9096
chrUn_GL343647	chr1,85342,chr12,51191,chr19,4272
chrUn_GL343644	chr15,671009,chr8,10258
chrUn_GL343645	chr21,172651,chr1,58779,chr7,26716,chr17,8581
chrUn_GL343642	chr15,848272,chr4,9423
chrUn_GL343643	chr16,1048885
chrUn_GL343640	chr1,553875,chr15,38715,chr2,4036
chrUn_GL343641	chr15,156083
chrUn_AAWZ02038157	chr7,19257,chr10,4432
chrUn_AAWZ02038156	chr3,12495
chrUn_AAWZ02038155	chr14,92855
chrUn_AAWZ02037458	chr17,157653
chrUn_GL343374	chr15,1066290
chrUn_AAWZ02036488	chr1,49165
chrUn_AAWZ02036487	chr7,10791
chrUn_AAWZ02040465	chr7,9770
chrUn_AAWZ02040466	chr2,14067
chrUn_AAWZ02039562	chr15,13795
chrUn_AAWZ02040460	chr19,107360,chr16,2756
chrUn_AAWZ02036907	chr7,8638
chrUn_AAWZ02039369	chr8,65542
chrUn_GL343343	chr2,1817311,chr11,13574
chrUn_GL343342	chr6,655599,chr2,131924,chr8,11787
chrUn_GL343341	chr6,902732
chrUn_GL343340	chr7,908934
chrUn_GL344427	chr11,108289,chr20,16955
chrUn_GL343346	chr20,498441,chrX,62514,chr14,38187,chr6,29981,chr1,26446,chr7,9363
chrUn_GL344425	chr16,69714
chrUn_GL344424	chr19,85414,chr5,11388,chr7,6828
chrUn_AAWZ02036469	chr1,106889
chrUn_AAWZ02036468	chr14,58679
chrUn_GL344429	chr1,73487
chrUn_GL343348	chr4,1043940,chr20,20771
chrUn_GL344762	chr11,90475
chrUn_AAWZ02037990	chr5,16958
chrUn_AAWZ02036001	chr12,117396,chr3,3916
chrUn_AAWZ02036000	chr19,59642
chrUn_AAWZ02038791	chr21,11011,chr2,3171
chrUn_AAWZ02037457	chr19,33898
chrUn_AAWZ02038767	chr19,51873
chrUn_AAWZ02038794	chr9,11830
chrUn_GL344587	chr4,35377
chrUn_AAWZ02037848	chr2,10852
chrUn_AAWZ02037849	chr8,22785
chrUn_AAWZ02039332	chr11,88828,chr19,2992
chrUn_AAWZ02039333	chr11,33338
chrUn_AAWZ02039334	chr2,7788
chrUn_AAWZ02041332	chr18,13591
chrUn_AAWZ02039344	chr18,15536
chrUn_AAWZ02039962	chr4,10538
chrUn_AAWZ02040109	chr3,6570
chrUn_AAWZ02039378	chr2,13515
chrUn_AAWZ02041539	chr19,17758
chrUn_AAWZ02037204	chr20,44287
chrUn_AAWZ02037202	chr18,11993
chrUn_AAWZ02037203	chr1,8469
chrUn_GL343239	chr10,3427691,chr4,13357
chrUn_GL343238	chr8,1066544,chr7,907341,chr2,143429,chr22,22536,chr17,20930,chr1,13387,chrX,9137,chr11,3144
chrUn_GL343237	chr11,1941571,chr6,18149,chr12,17734,chr14,12741,chr8,9372,chr2,7182
chrUn_GL343236	chr4,1340954,chr12,197114,chr7,66820,chr1,10234,chr10,9560,chr13,8921,chr8,2202
chrUn_GL343235	chr11,1689315,chr19,2782
chrUn_GL343234	chr5,1722668,chr6,14335,chr2,9768,chr22,8920,chrX,8690,chr15,6418
chrUn_GL343233	chr10,585862,chr4,52059,chr9,43316,chr8,22754,chr14,20362,chr7,17875,chr1,11603,chr22,9997,chr21,8655,chr12,2438
chrUn_GL343232	chr14,2369670
chrUn_GL343231	chr2,2520807,chr17,18095,chr7,17683,chr6,10329,chr15,8923,chr22,8166,chr1,4022
chrUn_GL343230	chr3,2035856,chr21,894277,chr11,13887,chrUn_gl000221,11384,chr19,9431
chrUn_AAWZ02040245	chr18,26702
chrUn_AAWZ02039207	chr19,10950,chr17,5098
chrUn_AAWZ02040240	chr19,7555
chrUn_AAWZ02040241	chr20,6609
chrUn_AAWZ02039202	chr13,7935
chrUn_AAWZ02039203	chr3,8699
chrUn_AAWZ02040550	chr1,7100
chrUn_AAWZ02039379	chr11,14651
chrUn_AAWZ02040248	chr11,6309
chrUn_AAWZ02040202	chr2,8738,chr19,4513
chrUn_AAWZ02036268	chr5,75393
chrUn_AAWZ02041982	chr7,13381
chrUn_AAWZ02040035	chr1,7451
chrUn_AAWZ02041770	chr12,21360
chrUn_AAWZ02040087	chr20,21023
chrUn_GL344286	chr3,27683
chrUn_GL344285	chr9,186191,chr19,9730
chrUn_GL344284	chr20,16287
chrUn_GL344283	chr1,153257,chr17,7662,chr3,2009
chrUn_GL344282	chr17,183520
chrUn_GL344281	chr16,64159
chrUn_GL344280	chr7,41126
chrUn_AAWZ02039885	chr16,53101
chrUn_AAWZ02040207	chr15,12573
chrUn_GL344288	chr6,64987
chrUn_AAWZ02038975	chr17,10647
chrUn_AAWZ02038974	chr20,6723
chrUn_AAWZ02038977	chr2,13749
chrUn_GL344665	chr8,87001
chrUn_GL344359	chr16,77857
chrUn_GL344358	chr1,49103,chr12,13490
chrUn_GL344609	chr1,65452
chrUn_GL344608	chr19,43881
chrUn_AAWZ02037190	chr15,11353
chrUn_AAWZ02037191	chr4,25403
chrUn_GL344351	chr2,7275
chrUn_GL344602	chr9,198014
chrUn_GL344601	chr8,9887
chrUn_GL344352	chr4,37416
chrUn_GL344355	chr11,199530,chr2,9018
chrUn_GL344354	chr1,10698
chrUn_GL344357	chr2,144243
chrUn_GL344356	chr7,7782
chrUn_GL344199	chr2,23575
chrUn_GL344198	chr11,290566
chrUn_GL344193	chr17,157298
chrUn_GL344192	chr1,92502
chrUn_GL344191	chr16,29897,chr22,7381,chr1,2499
chrUn_GL344190	chr7,12099
chrUn_GL344197	chr19,258177
chrUn_GL344196	chr17,32877
chrUn_GL344195	chr10,24800,chr7,10662,chrUn_gl000211,9899,chr8,5983
chrUn_GL344194	chr9,94634
chrUn_AAWZ02040853	chr18,14420
chrUn_AAWZ02039103	chr2,16470
chrUn_AAWZ02039237	chr19,60747
chrUn_AAWZ02035910	chr13,18432,chr1,9985
chrUn_GL344964	chr7,37922,chr17,32214,chr22,4139
chrUn_GL344571	chr3,38023
chrUn_AAWZ02040620	chr1,27492
chrUn_AAWZ02039898	chr17,39755
chrUn_GL344777	chr18,36004,chr4,11534,chr19,7028
chrUn_AAWZ02036910	chr19,28527,chr11,26338,chr12,2273
chrUn_GL344775	chr8,40381
chrUn_AAWZ02036915	chr21,8086
chrUn_AAWZ02036914	chr14,16969
chrUn_GL344771	chr19,63977
chrUn_GL344770	chr19,130186
chrUn_AAWZ02037426	chr19,47695
chrUn_AAWZ02037424	chr11,13709,chr1,7425
chrUn_AAWZ02037425	chrX,26927
chrUn_GL344779	chr10,30933
chrUn_GL344778	chr17,18016
chrUn_AAWZ02041218	chr16,49623,chr6,6695
chrUn_AAWZ02041846	chrX,13210
chrUn_AAWZ02034517	chr2,10949
chrUn_GL344661	chr19,65151,chr1,7042,chr9,6094,chrX,4955,chr17,2296
chrUn_AAWZ02041842	chr19,28645
chrUn_AAWZ02040868	chr16,40247
chrUn_AAWZ02041592	chr8,11454
chrUn_AAWZ02041590	chr19,10960
chrUn_GL344979	chr2,25869
chrUn_GL344978	chr19,62051,chr6,8191
chrUn_AAWZ02041594	chrX,9680
chrUn_GL344975	chr19,18459,chr1,3924
chrUn_GL344974	chr19,30306
chrUn_GL344976	chr8,28363
chrUn_GL343377	chr2,1612367
chrUn_AAWZ02040865	chr2,16523,chr18,3403
chrUn_GL344573	chr16,26823,chr7,22377,chr8,8829
chrUn_GL344972	chr9,9400
chrUn_AAWZ02038838	chr1,17592
chrUn_GL344660	chr2,61448
chrUn_AAWZ02041312	chr4,49738
chrUn_AAWZ02037732	chr9,52317
chrUn_GL345005	chr1,27469
chrUn_GL345002	chr1,37635
chrUn_GL345003	chr11,84642,chr13,2361,chr4,2090
