chrUn_AAWZ02040322	chr15,40212,chr19,2973
chrUn_GL344948	chrUn_random,45776
chrUn_AAWZ02038775	chr8,18524
chrUn_AAWZ02038773	chr17,17875
chrUn_AAWZ02038772	chr4,217389,chr9,18817
chrUn_AAWZ02038771	chr12,9110
chrUn_GL344100	chr2,66649
chrUn_AAWZ02039315	chr19,109813
chrUn_AAWZ02039313	chr5,15748
chrUn_AAWZ02038779	chr21,30831
chrUn_AAWZ02037866	chr4,41254,chr15,2355
chrUn_AAWZ02040198	chr5,34986
chrUn_AAWZ02040199	chr14,6395
chrUn_AAWZ02037860	chr20,14363
chrUn_GL344854	chr17,7742
chrUn_AAWZ02040194	chr1,9137
chrUn_AAWZ02040196	chrZ,36629
chrUn_AAWZ02037869	chr17,10946
chrUn_AAWZ02037268	chr5,50236
chrUn_AAWZ02040168	chr10,68252
chrUn_AAWZ02037266	chr20,55481
chrUn_AAWZ02037267	chr21,77795
chrUn_AAWZ02036549	chr25,20641,chrUn_random,7782,chr1,5114
chrUn_AAWZ02037263	chr17,22151
chrUn_AAWZ02039426	chr19,25008
chrUn_AAWZ02039422	chr5,25048
chrUn_AAWZ02041879	chr28,12062
chrUn_AAWZ02038825	chrUn_random,18281,chr21,15103
chrUn_AAWZ02039428	chr18,35733,chrUn_random,14027
chrUn_AAWZ02038822	chr7,10033,chr2,7792
chrUn_AAWZ02038821	chrUn_random,9618
chrUn_AAWZ02038820	chrUn_random,14987
chrUn_GL343963	chr12,89063,chr3,32784
chrUn_GL343962	chr5,63319,chr3,27775,chrUn_random,8853
chrUn_GL343961	chr3,325778,chrUn_random,113264,chr12,9548
chrUn_GL343216	chr4,3145526
chrUn_GL343211	chr8,5257514,chr2,591763,chr11,126337,chr15,38548,chr1,21276,chr3,8929,chr6,8278
chrUn_GL343210	chr12,5300882
chrUn_GL343213	chrZ,3630957,chrUn_random,561788,chr10,90448,chr1,26583,chr28,24325,chr4,18398
chrUn_GL343212	chr7,717775,chrUn_random,406525,chr2,172814,chr27,99121,chrE22C19W28_E50C23,65820,chr1,52072,chr3,43767,chr14,32792,chr21,27048,chrZ,14999,chr5,11619
chrUn_AAWZ02040873	chr4,15513
chrUn_GL343969	chr21,302177
chrUn_GL343968	chr22,172855,chr22_random,105772,chr4,17046
chrUn_GL343219	chr6,3695670
chrUn_GL343218	chrZ,2673236,chr1,1563401
chrUn_AAWZ02040060	chr2,96076
chrUn_AAWZ02040063	chr2,27896
chrUn_AAWZ02040065	chr22,29367
chrUn_AAWZ02036470	chr5,106301
chrUn_AAWZ02040870	chr10,17669
chrUn_GL344597	chrUn_random,15228,chr2,7422
chrUn_GL343950	chr4,381750
chrUn_GL343989	chr14,152422,chrUn_random,16618,chr18,12028
chrUn_GL343988	chr17,69004,chr8,19388
chrUn_GL343985	chrUn_random,23515,chr20,7688,chr2,3083
chrUn_GL343984	chr18,31986,chrE64,3723,chrE22C19W28_E50C23_random,2655
chrUn_GL343987	chr14,211137
chrUn_GL343986	chr14,134372,chr18,2383
chrUn_GL343981	chr10,37578
chrUn_GL343980	chr21,93104,chr3,13566,chrUn_random,5087,chr16,2065
chrUn_GL343983	chr1,96183
chrUn_GL343982	chr3,59736,chr4,7620,chr1,6905
chrUn_AAWZ02037040	chr22,22818
chrUn_AAWZ02041952	chr17,11224
chrUn_AAWZ02038911	chr4,20257
chrUn_AAWZ02037043	chr7,9378
chrUn_AAWZ02041956	chr5,10940
chrUn_AAWZ02038915	chr10,63583
chrUn_AAWZ02038914	chr10,28863
chrUn_AAWZ02037048	chr1,11822
chrUn_AAWZ02037049	chr6,44037
chrUn_GL343951	chr3,267946,chrUn_random,3970
chrUn_AAWZ02040864	chr3,10396
chrUn_GL344339	chr21,181450
chrUn_GL344338	chr3,29703,chr5,16290,chr19,13048,chr13,7964,chrUn_random,7202,chr23,6412,chrZ,6118,chr27,4256
chrUn_GL344337	chr19,122734
chrUn_GL344336	chr28,36557,chrUn_random,3704
chrUn_GL344335	chrUn_random,104333
chrUn_GL344334	chr1,26013,chr14,13414
chrUn_GL344333	chr14,108104
chrUn_GL344332	chr17,163787
chrUn_GL344331	chr2,132449
chrUn_GL344330	chr2,115123,chrE22C19W28_E50C23,4802
chrUn_GL344621	chr11,75410
chrUn_GL344620	chr26,57048
chrUn_GL344623	chr28,8588
chrUn_GL344622	chr23,13155,chr4,13072
chrUn_GL344627	chr7,81355,chr1,18945
chrUn_GL344626	chr4,21793,chrUn_random,7359
chrUn_GL344629	chr10,19859,chrUn_random,9750
chrUn_AAWZ02036802	chr17,95705
chrUn_AAWZ02036801	chr3,30996,chr4,10729
chrUn_GL344595	chr10,50911
chrUn_AAWZ02037172	chr3,16500,chr6,16333
chrUn_GL344559	chr28,130188
chrUn_AAWZ02040429	chr5,29576,chr1,8862
chrUn_AAWZ02037680	chr21,48250,chr1,13351
chrUn_AAWZ02037681	chr14,138187
chrUn_AAWZ02037686	chr6,16286
chrUn_AAWZ02037687	chr12,26459
chrUn_AAWZ02037685	chr8,38210
chrUn_AAWZ02041485	chr5,22629
chrUn_AAWZ02035429	chr24,88338
chrUn_AAWZ02041486	chr21,7339
chrUn_AAWZ02041481	chr15,14381
chrUn_AAWZ02041480	chrUn_random,9030
chrUn_AAWZ02041483	chr1,27815
chrUn_AAWZ02041489	chr2,7462
chrUn_GL345110	chr4,15278
chrUn_AAWZ02037445	chr15,25824,chr19,22430
chrUn_AAWZ02037447	chrUn_random,35373
chrUn_GL344759	chr11,56955
chrUn_GL344758	chrUn_random,37222
chrUn_GL344593	chr10,78826
chrUn_GL344755	chr11,19120
chrUn_GL345011	chrUn_random,9190,chr9,7701
chrUn_GL344757	chr19,108840
chrUn_GL344756	chr7,15523
chrUn_GL344751	chr9,8622
chrUn_GL344750	chr1,596703,chr22,9388
chrUn_AAWZ02034793	chr4,109155
chrUn_GL344752	chr2,32866
chrUn_AAWZ02039231	chr5,8899
chrUn_AAWZ02041829	chrUn_random,45891
chrUn_AAWZ02040423	chr1,27266
chrUn_GL345013	chr19,87659
chrUn_GL343221	chr7,2145226
chrUn_AAWZ02041823	chr2,7453
chrUn_AAWZ02041821	chr15,7484
chrUn_AAWZ02041820	chr7,6990
chrUn_GL343222	chr2,1292467
chrUn_AAWZ02041824	chr5,8941
chrUn_AAWZ02037729	chr20,30069
chrUn_GL343223	chr13,3482434,chr1,22080,chrZ,10482,chr2,8562
chrUn_GL344592	chr1,41032
chrUn_AAWZ02039880	chr4,19864
chrUn_AAWZ02037728	chr4,77399
chrUn_GL343224	chr2,2956762,chr9,26620,chrUn_random,19235,chr1,2204
chrUn_AAWZ02040427	chr23,9049
chrUn_AAWZ02039888	chrUn_random,68482
chrUn_GL344505	chr13,88991
chrUn_GL343226	chr20,7379405,chr2,4964
chrUn_GL343227	chr11,7962261
chrUn_GL345018	chr21,42058
chrUn_GL344508	chr25,108162,chr10,14658,chr22,9162
chrUn_GL343229	chrZ,3880571
chrUn_AAWZ02041125	chr5,10613
chrUn_AAWZ02035752	chr3,55065
chrUn_AAWZ02040175	chr1,12098
chrUn_GL343569	chr20,72376,chr28,12641,chr1,11404,chr3,2748,chrZ,2193
chrUn_GL343568	chr5,142194,chrUn_random,46558,chrZ,23390,chr26,17832,chr3,10316,chr9,5745
chrUn_GL343567	chr23,521643
chrUn_GL343566	chrUn_random,288489,chr3,184116,chr5,29210,chr28,8968
chrUn_GL343565	chr21,1695024
chrUn_GL343564	chrUn_random,153026,chr3,56934,chr5,50890,chr1,12818
chrUn_GL343563	chr23,1727036,chr20,7401
chrUn_GL343562	chr4,933729
chrUn_GL343561	chr10,1365604,chrZ,24077
chrUn_GL343560	chr5,372753
chrUn_AAWZ02041692	chr25,12653
chrUn_AAWZ02040076	chr21,44526
chrUn_AAWZ02038697	chr17,14849
chrUn_AAWZ02040995	chr28,14750
chrUn_AAWZ02040996	chr7,7382
chrUn_AAWZ02039951	chr1,10752
chrUn_AAWZ02040992	chr8,20784
chrUn_GL343699	chr3,145280,chr5,88700,chrUn_random,43965,chr4,23001,chr6,10724
chrUn_GL343698	chrUn_random,134574,chr6,59337,chr13,22025,chr8,7301,chrZ,4062
chrUn_GL343691	chr14,914572
chrUn_GL343690	chrUn_random,111847,chr20,40149,chrE22C19W28_E50C23_random,35982,chr17,17410,chr18,7476,chr28,7085,chr2,6910,chrZ,6863,chr9,6757
chrUn_GL343693	chr1,245755,chr6,36194,chrUn_random,30214,chr25,10582,chr15,9964,chr4,7047,chrZ,2132
chrUn_GL343692	chr1,10314
chrUn_GL343694	chr4,253747
chrUn_GL343697	chr25,95980,chrUn_random,54409,chrZ,12299
chrUn_GL343696	chr3,253153,chr1,29683
chrUn_AAWZ02041799	chr4,10427
chrUn_AAWZ02038342	chr9,38105
chrUn_AAWZ02041015	chr4,61771
chrUn_AAWZ02038343	chr3,19940
chrUn_AAWZ02040666	chr2,11968
chrUn_AAWZ02038211	chr2,14522
chrUn_AAWZ02038212	chr2,7774
chrUn_AAWZ02040665	chr4,11288
chrUn_AAWZ02038216	chr10,18336
chrUn_AAWZ02038217	chr21,27052
chrUn_AAWZ02040523	chr9,10808
chrUn_AAWZ02038848	chr5,42519
chrUn_AAWZ02040529	chr1,29572
chrUn_AAWZ02036975	chr17,27911
chrUn_AAWZ02038347	chr10,51537,chr9,7946
chrUn_AAWZ02036974	chr21,29920
chrUn_AAWZ02038344	chr1,58128
chrUn_GL343747	chr10,1252582
chrUn_GL343746	chrZ,558212,chr10,2506
chrUn_GL343745	chr4,129698
chrUn_GL343744	chr20,53867,chrUn_random,27351,chr24,8906
chrUn_GL343743	chr23,966841
chrUn_GL343742	chr2,134832,chr5,37464,chr11,12293,chr3,5884
chrUn_GL343741	chr20,450223,chr10,36738,chr2,6049
chrUn_GL343740	chr10,723262
chrUn_AAWZ02038364	chr17,7204
chrUn_AAWZ02038365	chr11,7290
chrUn_AAWZ02038361	chr1,51089
chrUn_GL343749	chr14,250115
chrUn_GL343748	chr2,98942,chrUn_random,9257,chr3,6842
chrUn_AAWZ02038841	chr23,72649
chrUn_AAWZ02039838	chr6,14029
chrUn_AAWZ02040047	chr8,14995
chrUn_AAWZ02037117	chr13,97451
chrUn_AAWZ02041036	chr3,8027
chrUn_AAWZ02041037	chr1,13665
chrUn_AAWZ02041031	chr1,14518
chrUn_AAWZ02040583	chr6,10422
chrUn_AAWZ02040298	chr1,15688
chrUn_AAWZ02040297	chr28,45656
chrUn_AAWZ02038845	chr3,27731
chrUn_AAWZ02040295	chr3,15527
chrUn_AAWZ02040291	chr14,22100
chrUn_AAWZ02038544	chr28,24942,chr10,9390
chrUn_AAWZ02040044	chr2,12374
chrUn_AAWZ02036018	chr18,33855
chrUn_AAWZ02037110	chr5,265935
chrUn_AAWZ02038132	chr14,7187
chrUn_AAWZ02038549	chr10,23430
chrUn_AAWZ02039169	chr21,49349
chrUn_AAWZ02038966	chr4,25001
chrUn_AAWZ02036658	chr10,89077,chrZ,6187
chrUn_AAWZ02036659	chr10,248135
chrUn_GL344845	chrUn_random,33528,chr1,9474
chrUn_AAWZ02039160	chrE64_random,24103
chrUn_AAWZ02036651	chr21,8841
chrUn_AAWZ02036656	chr14,83187
chrUn_AAWZ02039769	chr4,11276
chrUn_AAWZ02041017	chr19,19467
chrUn_AAWZ02041100	chr1,23597
chrUn_AAWZ02038141	chr11,40930
chrUn_AAWZ02038144	chr1,46655
chrUn_AAWZ02038145	chr14,36246
chrUn_AAWZ02038146	chr28,60349
chrUn_AAWZ02038147	chr4,30395
chrUn_AAWZ02039448	chr1,17135,chr23,8517
chrUn_AAWZ02040450	chr1,12740
chrUn_AAWZ02040453	chr20,9572
chrUn_AAWZ02040452	chr1,15385
chrUn_AAWZ02039763	chr7,7117
chrUn_AAWZ02041923	chr1,9260
chrUn_AAWZ02040182	chr2,10533
chrUn_AAWZ02040181	chr7,15862
chrUn_AAWZ02040180	chr21,12846
chrUn_AAWZ02040186	chr5,21723
chrUn_AAWZ02040185	chrUn_random,45197,chr9,8204
chrUn_AAWZ02040184	chr14,13227
chrUn_AAWZ02040231	chr6,21335
chrUn_GL343354	chr24,1786029
chrUn_GL343355	chr5,299854,chr1,228610,chrUn_random,14950,chrZ,3380,chr28,2849,chr26,2331
chrUn_GL343356	chr7,2582364
chrUn_GL343357	chr2,1643078
chrUn_GL343350	chr7,2049549
chrUn_GL343351	chr10,4662824,chrUn_random,141124
chrUn_GL343352	chr5,358581,chr1,24320,chr10,17010,chr2,10544
chrUn_GL344433	chr10,418919,chrZ,18060,chrUn_random,6587
chrUn_AAWZ02036479	chr2,10968
chrUn_GL343358	chr3,1622724
chrUn_GL343359	chr7,1916743
chrUn_AAWZ02037300	chr21,178430
chrUn_AAWZ02041214	chr21,14361
chrUn_AAWZ02038788	chr21,61588
chrUn_AAWZ02038789	chr4,27515
chrUn_AAWZ02038859	chr3,22697,chrUn_random,9562
chrUn_AAWZ02038970	chr3,10042
chrUn_AAWZ02038782	chr1,20190,chr16,17489
chrUn_AAWZ02038783	chr10,51942
chrUn_AAWZ02038786	chr17,11474
chrUn_AAWZ02039300	chr17,7809
chrUn_AAWZ02039303	chr17,20177
chrUn_AAWZ02037874	chr21,42188,chrUn_random,30657
chrUn_AAWZ02039994	chr1,21389
chrUn_AAWZ02037871	chr1,73742
chrUn_AAWZ02037870	chr1,14391,chrUn_random,3844
chrUn_GL345057	chr17,64736,chr8,3504
chrUn_AAWZ02040040	chr6,21684
chrUn_AAWZ02037271	chrZ,71594
chrUn_AAWZ02037270	chr28,114961
chrUn_AAWZ02039432	chrUn_random,65215
chrUn_AAWZ02039431	chrZ,21226
chrUn_AAWZ02039436	chr1,14084
chrUn_AAWZ02039435	chr9,9486
chrUn_GL343220	chr1,949195,chr11,505544,chrUn_random,471887,chr15,207008,chr19,140818,chr3,76663,chr16,72394,chr6,57307,chr7,42561,chr2,35444,chr28,30309,chr27,28275,chr17,18185,chr4,17226,chr8,13033,chrZ,12639,chr21,5794,chr18,5543,chr5,5131,chr9,3143
chrUn_GL344501	chr11,105615
chrUn_GL344502	chr5,24689,chr1,24475
chrUn_GL344503	chr22,133268
chrUn_GL344504	chr4,60737
chrUn_GL343225	chr12,4086716,chr5,27222
chrUn_GL344506	chr12,16629
chrUn_GL344507	chr2,155199
chrUn_GL343228	chr26,2153146,chr1,18511,chr3,9716
chrUn_GL344509	chr20,49277
chrUn_AAWZ02040039	chr21,13777
chrUn_AAWZ02040077	chr14,15078
chrUn_GL344342	chr19,63875
chrUn_AAWZ02040075	chr21,11565
chrUn_AAWZ02040073	chr22,29129
chrUn_AAWZ02040072	chr18,16856
chrUn_GL344615	chr14,39380
chrUn_GL344616	chr17,55469
chrUn_AAWZ02040078	chr1,15744
chrUn_GL344298	chrUn_random,76992
chrUn_GL344299	chr23,54576
chrUn_GL344290	chr5,34701,chr3,8605
chrUn_GL344291	chr19,14650
chrUn_GL344292	chrUn_random,14706
chrUn_GL344293	chr4,80862
chrUn_GL344294	chr2,54412,chr20,2674
chrUn_GL344295	chr4,50375
chrUn_GL344296	chr3,6810
chrUn_GL344297	chr28,111854,chr10,6120
chrUn_AAWZ02037057	chrZ,17149,chrUn_random,12421,chr9,4498
chrUn_AAWZ02038603	chrZ,9558
chrUn_AAWZ02038964	chr3,10295,chr1,7070
chrUn_AAWZ02038962	chr13,22988
chrUn_AAWZ02038963	chr16,14638
chrUn_AAWZ02037050	chr1,59998
chrUn_AAWZ02038968	chr28,16274,chrUn_random,9719
chrUn_GL343905	chr9,209445,chrUn_random,23616,chr25,13683,chr1,11149
chrUn_GL344348	chr17,79890
chrUn_GL344349	chr3,17373
chrUn_GL344618	chr19,36008,chrUn_random,15687
chrUn_GL344619	chr1,27071
chrUn_GL344596	chr21,50557
chrUn_GL344614	chr2,207787
chrUn_GL344343	chr17,95710,chr19,44357
chrUn_GL344340	chr17,55031
chrUn_GL344341	chr21,66954
chrUn_GL344346	chr14,79382
chrUn_GL343907	chr2,102964,chr1,102420,chrUn_random,63490,chr16,22172
chrUn_GL344612	chr4,44181
chrUn_GL344345	chr7,80474,chrUn_random,15692,chr2,8536
chrUn_GL344594	chr25,19282,chr24,11543
chrUn_GL344188	chr5,25016,chr4,4289,chr14,2640,chr1,2233
chrUn_GL344189	chr18,79520
chrUn_AAWZ02036879	chr7,15555
chrUn_GL344184	chr17,187935
chrUn_GL344185	chr16,70844
chrUn_GL344186	chrUn_random,62695
chrUn_AAWZ02038604	chr28,30042
chrUn_GL344180	chr26,11792,chr1,11414,chr12,9393
chrUn_GL344181	chr14,42425
chrUn_GL344182	chr4,191933,chr1,5024
chrUn_GL344183	chr5,49717,chr3,25016,chr1,9156,chr4,2222
chrUn_AAWZ02037699	chr11,14096
chrUn_AAWZ02037698	chr15,96401,chrUn_random,4657
chrUn_AAWZ02039220	chr4,21155
chrUn_GL343903	chr11,41436
chrUn_AAWZ02037690	chr13,6985
chrUn_GL344222	chrZ,36867,chr28_random,17862,chr10,3467
chrUn_AAWZ02037695	chr21,23650
chrUn_AAWZ02041083	chr17,40716
chrUn_AAWZ02037697	chr4,28858
chrUn_AAWZ02037696	chr1,45797
chrUn_AAWZ02041158	chr1,19101
chrUn_AAWZ02040658	chr9,27297
chrUn_AAWZ02038699	chr2,43020
chrUn_AAWZ02041087	chr11,7072
chrUn_GL345108	chrUn_random,15578,chr2,4680
chrUn_GL343909	chr1,80201,chr11,38853,chrUn_random,30434,chr2,9436,chr24,8054,chr21,2688,chr3,2111
chrUn_GL345104	chr1,56256
chrUn_GL345102	chr8,55026
chrUn_GL345101	chr5,6460
chrUn_GL344228	chr16,45537
chrUn_GL344984	chr1,29334
chrUn_GL344985	chr17,24045
chrUn_AAWZ02036900	chr6,67928
chrUn_AAWZ02037458	chr19,185822
chrUn_GL344980	chr3,19739
chrUn_GL344599	chr21,8775
chrUn_GL344982	chr7,8611
chrUn_GL344983	chr4,24460
chrUn_GL344761	chr23,48509
chrUn_AAWZ02036908	chr14,107311
chrUn_AAWZ02037281	chr17,20199
chrUn_AAWZ02037457	chr8,14177
chrUn_GL344765	chr9,26318
chrUn_AAWZ02037455	chr9,13487
chrUn_GL344767	chr12,14799
chrUn_AAWZ02038165	chr3,10221,chr1,9570
chrUn_AAWZ02041122	chr10,32729
chrUn_AAWZ02041586	chr2,14029
chrUn_AAWZ02040617	chrE22C19W28_E50C23,12570
chrUn_AAWZ02037744	chr2,7533
chrUn_AAWZ02041581	chr15,12810
chrUn_AAWZ02041582	chr4,31096
chrUn_AAWZ02041583	chrUn_random,20962,chr15,7672
chrUn_AAWZ02039895	chrUn_random,61609
chrUn_AAWZ02039894	chr4,23705
chrUn_AAWZ02040857	chr3,17419
chrUn_AAWZ02039896	chr17,31110
chrUn_AAWZ02040853	chrZ,17835
chrUn_GL344969	chr1,22753,chr2,8001
chrUn_GL344966	chr21,84366
chrUn_GL344967	chr19,68985
chrUn_AAWZ02035329	chrZ,52635,chr7,41043,chr10,24091,chrUn_random,18585,chr2,13774,chr3,2562
chrUn_GL344965	chr5,50407,chr10,4589
chrUn_GL344962	chr7,13339
chrUn_GL344963	chr11,18878
chrUn_GL344961	chr17,75648
chrUn_AAWZ02037756	chrUn_random,10460
chrUn_GL344548	chr4,34049
chrUn_AAWZ02041204	chr9,26641,chr21,10532
chrUn_AAWZ02039746	chr1,19831
chrUn_GL343518	chr14,813958,chr1,5462
chrUn_GL343519	chr25,1393439,chr3,227113,chr10,26294,chrUn_random,20718,chr13,13194,chr8,11960,chr5,4805,chrZ,4743
chrUn_GL343512	chrZ,181454,chrUn_random,15358
chrUn_GL343513	chr4,517000
chrUn_GL343510	chr4,1917611
chrUn_GL343511	chr2,361351,chr20,67386,chr1,18395,chr27,12696,chrUn_random,9165,chr2_random,8923
chrUn_GL343516	chr15,365947,chrZ,117385,chr19,107898,chr18,67583,chrUn_random,22140,chr2,8382,chr4,3299
chrUn_GL343517	chr10,963442,chr3,25233
chrUn_GL343514	chr1,148043,chr24,99784,chrUn_random,34216,chr5,29358,chr3,6488
chrUn_GL343515	chr20,47144,chr1,23503,chr2,18937
chrUn_GL344278	chr1,51441
chrUn_AAWZ02040335	chrZ,7973
chrUn_AAWZ02035693	chr12,86949,chr1,22940,chr2,2297
chrUn_AAWZ02040337	chr9,55000,chr1,18636
chrUn_GL344347	chr3,37929
chrUn_AAWZ02039748	chr5,10334
chrUn_AAWZ02041454	chrZ,24431
chrUn_AAWZ02039942	chr15,31537
chrUn_AAWZ02040981	chr3,11081
chrUn_AAWZ02039946	chr25,23345,chrUn_random,11801
chrUn_AAWZ02041738	chr2,17481
chrUn_AAWZ02041734	chr7,8787
chrUn_AAWZ02041731	chr22,39613,chr4,2585
chrUn_GL343426	chr23,1929420
chrUn_GL343427	chr5,650452,chr13,22669,chrZ,12751,chr3,6696
chrUn_GL343424	chr4,899035
chrUn_GL343425	chr4,1572585
chrUn_GL343422	chr22,2176635
chrUn_GL343423	chr15,2960451,chr9,25045,chr11,2175
chrUn_GL343420	chr4,1632471
chrUn_GL343421	chr2,680240
chrUn_GL343428	chr10,3146473
chrUn_GL343429	chr20,265413
chrUn_AAWZ02041152	chr17,15829
chrUn_AAWZ02038896	chr4,14505
chrUn_AAWZ02040675	chr28,23002,chrZ,2392
chrUn_AAWZ02038206	chr4,18883
chrUn_AAWZ02038205	chr12,18855
chrUn_AAWZ02038204	chrUn_random,13001
chrUn_AAWZ02040519	chr24,34267
chrUn_AAWZ02041027	chr28,33614
chrUn_AAWZ02041026	chrUn_random,8796
chrUn_AAWZ02040511	chr9,24400,chr2,3754
chrUn_AAWZ02041029	chr2,12174
chrUn_AAWZ02040513	chr21,17226
chrUn_AAWZ02040514	chr19,46092
chrUn_AAWZ02039913	chr2,26483,chr6,6291
chrUn_AAWZ02041151	chr3,10856
chrUn_GL343732	chr3,174641
chrUn_GL343733	chrUn_random,72824,chrE22C19W28_E50C23_random,39745,chr5,27116,chr18,23713,chr17,16731,chr9,7795,chr1,2450
chrUn_GL343730	chr9,162085
chrUn_GL343731	chr19,646966,chr15,2760
chrUn_GL343736	chr17,441594
chrUn_GL343737	chr7,462117,chr8,17439
chrUn_GL343734	chr19,528237,chr15,20593
chrUn_GL343735	chr4,391876
chrUn_GL344533	chr2,165243
chrUn_GL343738	chrUn_random,89140,chr6,57298,chr4,26867,chr1,7366,chr22,2552
chrUn_GL343739	chr5,111002,chr8,44683,chrUn_random,30311
chrUn_GL343378	chr6,623043
chrUn_AAWZ02038371	chr7,78684
chrUn_GL343379	chr7,1603545,chr2,8128
chrUn_AAWZ02038377	chr22,9347
chrUn_GL344557	chr11,85050
chrUn_AAWZ02039642	chrZ,6958
chrUn_GL345068	chr4,18814
chrUn_GL344554	chr3,10787
chrUn_AAWZ02040593	chr19,28084
chrUn_AAWZ02041159	chr1,7028
chrUn_GL345069	chr3,29020
chrUn_GL343372	chrZ,2652619
chrUn_AAWZ02038558	chr21,24757
chrUn_GL343373	chr9,1994636
chrUn_AAWZ02038553	chrUn_random,18401,chr2,6070
chrUn_AAWZ02038557	chr23,65407,chr6,4440
chrUn_GL344410	chr3,252474
chrUn_AAWZ02038555	chr11_random,12141
chrUn_AAWZ02038554	chrZ,37431
chrUn_AAWZ02041807	chr5,21577
chrUn_GL344531	chr14,10389
chrUn_GL344411	chr17,113780
chrUn_GL343648	chr8,29889,chr3,12344,chr1,10490,chr17,8525
chrUn_GL343649	chr14,1529932
chrUn_GL343646	chr18,216942
chrUn_GL343647	chr21,198290
chrUn_GL343644	chr10,976000
chrUn_GL343645	chr7,606124,chr1,7939
chrUn_GL343642	chr10,1018542
chrUn_GL343643	chr11,1341566
chrUn_GL343640	chr25,366731,chr10,66692,chrUn_random,65859,chrZ,40029
chrUn_GL343641	chr10,355009
chrUn_AAWZ02038156	chr12,12978
chrUn_AAWZ02038155	chrUn_random,7855
chrUn_AAWZ02041113	chr16,6843
chrUn_GL343374	chr10,1909097,chrZ,6427
chrUn_AAWZ02041111	chr3,11088
chrUn_AAWZ02036488	chr8,68492
chrUn_AAWZ02036487	chr2,11463
chrUn_AAWZ02040465	chr1,9551
chrUn_AAWZ02039562	chr10,13590
chrUn_AAWZ02040460	chr28,26926
chrUn_AAWZ02041119	chr11,8834
chrUn_GL344981	chr1,45224
chrUn_AAWZ02040031	chr14,12414
chrUn_GL344829	chrUn_random,7930
chrUn_GL344828	chr25,10450
chrUn_AAWZ02039369	chr22,76418,chr4,4120
chrUn_GL343343	chr7,2379615
chrUn_GL343342	chr3,1666553,chr23,10872,chr2,4316
chrUn_GL343341	chr3,1596058
chrUn_GL343340	chr14,2836910
chrUn_GL344427	chr3,54368,chrUn_random,22322
chrUn_GL343346	chr20,420237,chrUn_random,88939,chr3,47504,chr11,31145,chr16,27883,chr8,15383,chr1,11178,chr18,7030,chr7,4094
chrUn_GL344425	chr11,104390
chrUn_GL344424	chr18,35991
chrUn_AAWZ02036469	chrUn_random,39247
chrUn_AAWZ02036468	chr5,69931
chrUn_GL344429	chr23,31812,chr2,3760
chrUn_GL343348	chr4,2102743,chr20,26244
chrUn_GL344762	chr1,54313,chr4,10476
chrUn_AAWZ02036001	chrE22C19W28_E50C23,108956,chr2,7442,chr7,3049
chrUn_AAWZ02036000	chr18,36256,chrUn_random,11683,chrE22C19W28_E50C23_random,5961
chrUn_GL344988	chrUn_random,87372
chrUn_AAWZ02038793	chrUn_random,7646
chrUn_AAWZ02038767	chr28,41032,chrUn_random,2759
chrUn_AAWZ02038794	chr17,19444
chrUn_GL344587	chr4,61604
chrUn_AAWZ02039330	chr21,17330
chrUn_AAWZ02037849	chrUn_random,20582
chrUn_AAWZ02039332	chr3,68641
chrUn_AAWZ02039333	chr5,48972
chrUn_AAWZ02039336	chr24,8624
chrUn_AAWZ02041332	chr2,15283
chrUn_AAWZ02039344	chr2,20891
chrUn_AAWZ02039230	chr3,10413
chrUn_AAWZ02041331	chr8,10002
chrUn_AAWZ02037846	chr3,13493
chrUn_AAWZ02037847	chr5,13521
chrUn_AAWZ02041330	chr5,47095
chrUn_AAWZ02041337	chr15,35386
chrUn_AAWZ02037204	chr3,81726
chrUn_AAWZ02037202	chr1,12118
chrUn_AAWZ02037203	chr25,10284
chrUn_GL343239	chr6,4839425,chr22,11455
chrUn_GL343238	chr22,2190430,chrUn_random,159877,chr6,127603,chr4,71751,chr15,49757,chr17,30652,chr18,26758,chr19,21127,chr1,14329
chrUn_GL343237	chr5,3554708
chrUn_GL343236	chr4,1958865,chr3,3044
chrUn_GL343235	chr5,1862651,chr7,63970,chr21,19600,chr1,7473,chr25,6843,chrZ,2082
chrUn_GL343234	chr13,1732935
chrUn_GL343233	chr6,1462196
chrUn_GL343232	chr5,4162807,chr14,29965,chr1,8383
chrUn_GL343231	chr3,4415354
chrUn_GL343230	chr1,5988225
chrUn_AAWZ02039204	chr12,14479,chr9,7932
chrUn_AAWZ02040245	chr2,33814
chrUn_AAWZ02036265	chr1,11156
chrUn_AAWZ02039207	chr19,14814
chrUn_AAWZ02040240	chr6,7699
chrUn_AAWZ02040241	chr3,22975
chrUn_AAWZ02039202	chr1,11207
chrUn_AAWZ02039203	chr3,6922
chrUn_AAWZ02040550	chr28,9989
chrUn_AAWZ02039208	chr6,9760
chrUn_AAWZ02040202	chr16,8184
chrUn_AAWZ02036268	chr13,82878,chr1,19985,chr4,5686
chrUn_AAWZ02040089	chr2,13873
chrUn_AAWZ02040035	chr21,7881
chrUn_AAWZ02041770	chr2,13699
chrUn_AAWZ02040087	chr20,19073
chrUn_AAWZ02040085	chr4,19620
chrUn_GL344286	chr1,47057
chrUn_GL344285	chr17,200393
chrUn_GL344284	chr1,13887
chrUn_GL344283	chr23,174539,chrUn_random,11457
chrUn_GL344282	chr19,183457
chrUn_GL344281	chr11,91799
